登録番号	用途	農薬の種類	農薬の名称	略称	作物名	適用場所	適用病害虫雑草名	使用目的	希釈倍数使用量	散布液量	使用時期	本剤の使用回数	使用方法	くん蒸時間	くん蒸温度	適用土壌	適用地帯名	適用農薬名	混合数	有効成分①を含む農薬の総使用回数	有効成分②を含む農薬の総使用回数	有効成分③を含む農薬の総使用回数	有効成分④を含む農薬の総使用回数	有効成分⑤を含む農薬の総使用回数
21045	殺虫殺菌剤	ﾌｨﾌﾟﾛﾆﾙ･ｼﾞｸﾛｼﾒｯﾄ粒剤	BASFﾃﾞﾗｳｽﾌﾟﾘﾝｽ粒剤06	BASFｼﾞｬﾊﾟﾝ	稲(箱育苗)		ｲﾈﾐｽﾞｿﾞｳﾑｼ		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		は種前	1回	育苗箱の床土又は覆土に均一に混和する						2	1回	3回以内(育苗土壌への混和及び育苗箱への処理は合計1回以内､本田では2回以内)			
21045	殺虫殺菌剤	ﾌｨﾌﾟﾛﾆﾙ･ｼﾞｸﾛｼﾒｯﾄ粒剤	BASFﾃﾞﾗｳｽﾌﾟﾘﾝｽ粒剤06	BASFｼﾞｬﾊﾟﾝ	稲(箱育苗)		いもち病		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		は種時(覆土前)～移植当日	1回	育苗箱の上から均一に散布する｡						2	1回	3回以内(育苗土壌への混和及び育苗箱への処理は合計1回以内､本田では2回以内)			
21045	殺虫殺菌剤	ﾌｨﾌﾟﾛﾆﾙ･ｼﾞｸﾛｼﾒｯﾄ粒剤	BASFﾃﾞﾗｳｽﾌﾟﾘﾝｽ粒剤06	BASFｼﾞｬﾊﾟﾝ	稲(箱育苗)		ｲﾈﾄﾞﾛｵｲﾑｼ		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		は種時(覆土前)～移植当日	1回	育苗箱の上から均一に散布する｡						2	1回	3回以内(育苗土壌への混和及び育苗箱への処理は合計1回以内､本田では2回以内)			
21045	殺虫殺菌剤	ﾌｨﾌﾟﾛﾆﾙ･ｼﾞｸﾛｼﾒｯﾄ粒剤	BASFﾃﾞﾗｳｽﾌﾟﾘﾝｽ粒剤06	BASFｼﾞｬﾊﾟﾝ	稲(箱育苗)		ｲﾈﾐｽﾞｿﾞｳﾑｼ		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		は種時(覆土前)～移植当日	1回	育苗箱の上から均一に散布する｡						2	1回	3回以内(育苗土壌への混和及び育苗箱への処理は合計1回以内､本田では2回以内)			
21045	殺虫殺菌剤	ﾌｨﾌﾟﾛﾆﾙ･ｼﾞｸﾛｼﾒｯﾄ粒剤	BASFﾃﾞﾗｳｽﾌﾟﾘﾝｽ粒剤06	BASFｼﾞｬﾊﾟﾝ	稲(箱育苗)		ﾆｶﾒｲﾁｭｳ		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		は種時(覆土前)～移植当日	1回	育苗箱の上から均一に散布する｡						2	1回	3回以内(育苗土壌への混和及び育苗箱への処理は合計1回以内､本田では2回以内)			
21045	殺虫殺菌剤	ﾌｨﾌﾟﾛﾆﾙ･ｼﾞｸﾛｼﾒｯﾄ粒剤	BASFﾃﾞﾗｳｽﾌﾟﾘﾝｽ粒剤06	BASFｼﾞｬﾊﾟﾝ	稲(箱育苗)		ｳﾝｶ類		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		は種時(覆土前)～移植当日	1回	育苗箱の上から均一に散布する｡						2	1回	3回以内(育苗土壌への混和及び育苗箱への処理は合計1回以内､本田では2回以内)			
21045	殺虫殺菌剤	ﾌｨﾌﾟﾛﾆﾙ･ｼﾞｸﾛｼﾒｯﾄ粒剤	BASFﾃﾞﾗｳｽﾌﾟﾘﾝｽ粒剤06	BASFｼﾞｬﾊﾟﾝ	稲(箱育苗)		ｲﾅｺﾞ類		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		は種時(覆土前)～移植当日	1回	育苗箱の上から均一に散布する｡						2	1回	3回以内(育苗土壌への混和及び育苗箱への処理は合計1回以内､本田では2回以内)			
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ｲﾈﾐｽﾞｿﾞｳﾑｼ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り40～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	芝			ﾐﾐｽﾞの糞塚形成防止	5～10kg/10a		糞塚形成時	3回以内	散布						1	3回以内				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	芝			ｵｵﾊｻﾐﾑｼの脱出孔形成防止	5～10kg/10a		脱出孔形成時	3回以内	散布						1	3回以内				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ｲﾈﾄﾞﾛｵｲﾑｼ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り40～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ｲﾈｿﾞｳﾑｼ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り40～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ｲﾈﾋﾒﾊﾓｸﾞﾘﾊﾞｴ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り40～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ﾋﾒﾄﾋﾞｳﾝｶ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り50～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ﾂﾏｸﾞﾛﾖｺﾊﾞｲ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り50～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ｲﾈｼﾝｶﾞﾚｾﾝﾁｭｳ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	さとうきび		ﾊﾘｶﾞﾈﾑｼ		6～9kg/10a		植付時	1回	植溝土壌混和						1	2回以内(植付時の土壌混和は1回以内､培土時の土壌混和及び散布は合計1回以内)				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	さとうきび		ﾒｲﾁｭｳ類		6～9kg/10a		植付時	1回	植溝土壌混和						1	2回以内(植付時の土壌混和は1回以内､培土時の土壌混和及び散布は合計1回以内)				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	さとうきび		ｺｶﾞﾈﾑｼ類幼虫		6～9kg/10a		植付時	1回	植溝土壌混和						1	2回以内(植付時の土壌混和は1回以内､培土時の土壌混和及び散布は合計1回以内)				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	さとうきび		ﾊﾘｶﾞﾈﾑｼ		6～9kg/10a		培土時	1回	株元土壌混和						1	2回以内(植付時の土壌混和は1回以内､培土時の土壌混和及び散布は合計1回以内)				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	さとうきび		ﾒｲﾁｭｳ類		6～9kg/10a		培土時	1回	株元土壌混和						1	2回以内(植付時の土壌混和は1回以内､培土時の土壌混和及び散布は合計1回以内)				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	さとうきび		ｺｶﾞﾈﾑｼ類幼虫		6～9kg/10a		培土時	1回	株元土壌混和						1	2回以内(植付時の土壌混和は1回以内､培土時の土壌混和及び散布は合計1回以内)				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ﾋﾟｰﾏﾝ		ｱﾌﾞﾗﾑｼ類		1～2g/株		定植時	1回	育苗期後半:株元散布  定植時:株元散布又は植穴土壌混和						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ﾋﾟｰﾏﾝ		ﾐﾅﾐｷｲﾛｱｻﾞﾐｳﾏ		1～2g/株		定植時	1回	育苗期後半:株元散布  定植時:株元散布又は植穴土壌混和						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ﾋﾟｰﾏﾝ		ｱﾌﾞﾗﾑｼ類		1g/株		育苗期後半	1回	育苗期後半:株元散布  定植時:株元散布又は植穴土壌混和						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ﾋﾟｰﾏﾝ		ﾐﾅﾐｷｲﾛｱｻﾞﾐｳﾏ		1g/株		育苗期後半	1回	育苗期後半:株元散布  定植時:株元散布又は植穴土壌混和						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	たばこ		ｱﾌﾞﾗﾑｼ類		6kg/10a		定植時	1回	作条土壌混和						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	きく		ｱﾌﾞﾗﾑｼ類		2g/株(但し､18kg/10aまで)		定植時	3回以内	株元散布又は植穴土壌混和						1	3回以内				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	きく		ﾈｸﾞｻﾚｾﾝﾁｭｳ		30kg/10a		定植時	3回以内	全面土壌混和						1	3回以内				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	きく		ﾐｶﾝｷｲﾛｱｻﾞﾐｳﾏ		9kg/10a		生育期	3回以内	株元散布						1	3回以内				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ｽﾄｯｸ		ｺﾅｶﾞ		18kg/10a		定植時	1回	全面土壌混和						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ｽﾄｯｸ		ｺﾅｶﾞ		9kg/10a		定植時	1回	株元散布						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ｼｸﾗﾒﾝ		ｷﾝｹｸﾁﾌﾞﾄｿﾞｳﾑｼ幼虫		1～2g/株		生育期	1回	株元散布						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ﾍﾞｺﾞﾆｱ		ｷﾝｹｸﾁﾌﾞﾄｿﾞｳﾑｼ幼虫		1～2g/株(但し､18kg/10aまで)		生育期	1回	株元散布						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ﾌﾟﾘﾑﾗ		ｷﾝｹｸﾁﾌﾞﾄｿﾞｳﾑｼ幼虫		1～2g/株		生育期	1回	株元散布						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ﾌﾟﾘﾑﾗ		ｷﾝｹｸﾁﾌﾞﾄｿﾞｳﾑｼ成虫		0.5～2g/株		生育期	1回	株元散布						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	つつじ類		ﾂﾂｼﾞｸﾞﾝﾊﾞｲ		10g/株(但し､18kg/10aまで)		生育期	1回	株元散布						1	2回以内				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	つつじ類		ｺｶﾞﾈﾑｼ類		9kg/10a		定植時及び生育期	2回以内	定植時:全面土壌混和及び株元土壌混和　生育期:株元土壌混和						1	2回以内				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	ｲﾁｲ		ｷﾝｹｸﾁﾌﾞﾄｿﾞｳﾑｼ幼虫		2g/株		生育期	1回	株元散布						1	1回				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	芝		ｺｶﾞﾈﾑｼ類		5～10kg/10a		発生初期	3回以内	散布						1	3回以内				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	芝		ｼﾊﾞｵｻｿﾞｳﾑｼ成虫		5～10kg/10a		発生初期	3回以内	散布						1	3回以内				
21046	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｶﾞｾﾞｯﾄ粒剤	石原ﾊﾞｲｵ	芝		ｹﾗ		5～10kg/10a		発生初期	3回以内	散布						1	3回以内				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ﾂﾏｸﾞﾛﾖｺﾊﾞｲ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り50～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ﾋﾒﾄﾋﾞｳﾝｶ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り50～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ｲﾈﾋﾒﾊﾓｸﾞﾘﾊﾞｴ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り50～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ｲﾈﾊﾓｸﾞﾘﾊﾞｴ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り50～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ｲﾈｿﾞｳﾑｼ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り50～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ｲﾈﾐｽﾞｿﾞｳﾑｼ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り40～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	水稲(箱育苗)		ｲﾈﾄﾞﾛｵｲﾑｼ		育苗箱(30×60×3cm使用土壌約5㍑)1箱当り40～70g		移植前3日～移植当日	1回	育苗箱の苗の上から均一に散布する｡						1	1回				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	ﾋﾟｰﾏﾝ		ﾐﾅﾐｷｲﾛｱｻﾞﾐｳﾏ		株当り0.5g		育苗期後半	1回	株元処理						1	1回				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	ﾋﾟｰﾏﾝ		ﾐﾅﾐｷｲﾛｱｻﾞﾐｳﾏ		株当り1～2g		定植時	1回	植穴処理						1	1回				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	さとうきび		ｺｶﾞﾈﾑｼ類幼虫		6～9kg/10a		植付時	1回	植溝処理土壌混和						1	2回以内(植付時の土壌混和は1回以内、培土時の土壌混和及び散布は合計1回以内)				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	さとうきび		ﾊﾘｶﾞﾈﾑｼ		6～9kg/10a		植付時	1回	植溝処理土壌混和						1	2回以内(植付時の土壌混和は1回以内、培土時の土壌混和及び散布は合計1回以内)				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	さとうきび		ﾒｲﾁｭｳ類		6～9kg/10a		植付時	1回	植溝処理土壌混和						1	2回以内(植付時の土壌混和は1回以内、培土時の土壌混和及び散布は合計1回以内)				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	さとうきび		ｺｶﾞﾈﾑｼ類幼虫		6～9kg/10a		培土時	1回	株元処理土壌混和						1	2回以内(植付時の土壌混和は1回以内、培土時の土壌混和及び散布は合計1回以内)				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	さとうきび		ﾊﾘｶﾞﾈﾑｼ		6～9kg/10a		培土時	1回	株元処理土壌混和						1	2回以内(植付時の土壌混和は1回以内、培土時の土壌混和及び散布は合計1回以内)				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	さとうきび		ﾒｲﾁｭｳ類		6～9kg/10a		培土時	1回	株元処理土壌混和						1	2回以内(植付時の土壌混和は1回以内、培土時の土壌混和及び散布は合計1回以内)				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	きく		ﾈｸﾞｻﾚｾﾝﾁｭｳ		10～20kg/10a		-	3回以内	土壌混和						1	3回以内				
21047	殺虫剤	ｶﾙﾎﾞｽﾙﾌｧﾝ粒剤	石原ｱﾄﾞﾊﾞﾝﾃｰｼﾞ粒剤	石原ﾊﾞｲｵ	きく		ﾐﾅﾐｷｲﾛｱｻﾞﾐｳﾏ		株当り1～2g		植付時	3回以内	植穴処理						1	3回以内				
21048	殺菌剤	ﾁｱｼﾞﾆﾙ粒剤	ﾌﾞｲｹﾞｯﾄ箱粒剤	日本農薬	稲(箱育苗)		いもち病		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		緑化期～移植当日	1回	育苗箱中の苗の上から均一に散布する						1	3回以内(育苗箱散布及び側条施用は合計1回以内､本田での散布は2回以内)				
21048	殺菌剤	ﾁｱｼﾞﾆﾙ粒剤	ﾌﾞｲｹﾞｯﾄ箱粒剤	日本農薬	稲(箱育苗)		もみ枯細菌病		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		緑化期～移植当日	1回	育苗箱中の苗の上から均一に散布する						1	3回以内(育苗箱散布及び側条施用は合計1回以内､本田での散布は2回以内)				
21048	殺菌剤	ﾁｱｼﾞﾆﾙ粒剤	ﾌﾞｲｹﾞｯﾄ箱粒剤	日本農薬	稲(箱育苗)		白葉枯病		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		緑化期～移植当日	1回	育苗箱中の苗の上から均一に散布する						1	3回以内(育苗箱散布及び側条施用は合計1回以内､本田での散布は2回以内)				
21048	殺菌剤	ﾁｱｼﾞﾆﾙ粒剤	ﾌﾞｲｹﾞｯﾄ箱粒剤	日本農薬	稲(箱育苗)		穂枯れ(ごま葉枯病菌)		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		緑化期～移植当日	1回	育苗箱中の苗の上から均一に散布する						1	3回以内(育苗箱散布及び側条施用は合計1回以内､本田での散布は2回以内)				
21048	殺菌剤	ﾁｱｼﾞﾆﾙ粒剤	ﾌﾞｲｹﾞｯﾄ箱粒剤	日本農薬	稲(箱育苗)		内穎褐変病		育苗箱(30×60×3cm､使用土壌約5㍑)1箱当り50g		移植当日	1回	育苗箱中の苗の上から均一に散布する						1	3回以内(育苗箱散布及び側条施用は合計1回以内､本田での散布は2回以内)				
21049	殺菌剤	ﾁｱｼﾞﾆﾙ粒剤	ﾌﾞｲｹﾞｯﾄ粒剤	日本農薬	稲		いもち病		3kg/10a		葉いもちの初発20～7日前(収穫45日前まで)	2回以内	湛水散布						1	3回以内(移植時までの処理は1回以内､本田での散布は2回以内)				
21049	殺菌剤	ﾁｱｼﾞﾆﾙ粒剤	ﾌﾞｲｹﾞｯﾄ粒剤	日本農薬	稲		穂枯れ(ごま葉枯病菌)		3kg/10a		葉いもちの初発20～7日前(収穫45日前まで)	2回以内	湛水散布						1	3回以内(移植時までの処理は1回以内､本田での散布は2回以内)				
21049	殺菌剤	ﾁｱｼﾞﾆﾙ粒剤	ﾌﾞｲｹﾞｯﾄ粒剤	日本農薬	稲		白葉枯病		3kg/10a		葉いもちの初発20～7日前(収穫45日前まで)	2回以内	湛水散布						1	3回以内(移植時までの処理は1回以内､本田での散布は2回以内)				
21050	植物成長調整剤	ﾌﾟﾛﾋﾄﾞﾛｼﾞｬｽﾓﾝ液剤	ｾﾞｵﾝｼﾞｬｽﾓﾒｰﾄ液剤	日本ｾﾞｵﾝ	りんご			着色促進	500倍	200～700㍑/10a	収穫開始予定日の30～25日前 但し､収穫14日前まで	1回	立木全面散布						1	1回				
21050	植物成長調整剤	ﾌﾟﾛﾋﾄﾞﾛｼﾞｬｽﾓﾝ液剤	ｾﾞｵﾝｼﾞｬｽﾓﾒｰﾄ液剤	日本ｾﾞｵﾝ	ぶどう(巨峰)			着色促進	500倍	200～700㍑/10a	満開後35～40日 但し､収穫30日前まで	1回	果房散布						1	1回				
21050	植物成長調整剤	ﾌﾟﾛﾋﾄﾞﾛｼﾞｬｽﾓﾝ液剤	ｾﾞｵﾝｼﾞｬｽﾓﾒｰﾄ液剤	日本ｾﾞｵﾝ	かんきつ(温州みかん､清見､日向夏､ﾜｼﾝﾄﾝﾈｰﾌﾞﾙを除く)			花芽抑制による樹勢の維持	2000倍	50～250㍑/10a	収穫直後～収穫約1ｹ月後	1回	立木全面散布又は枝別散布(ｼﾞﾍﾞﾚﾘﾝ10ppm液に加用)						1	1回				
21050	植物成長調整剤	ﾌﾟﾛﾋﾄﾞﾛｼﾞｬｽﾓﾝ液剤	ｾﾞｵﾝｼﾞｬｽﾓﾒｰﾄ液剤	日本ｾﾞｵﾝ	かんきつ(温州みかん､清見､日向夏､ﾜｼﾝﾄﾝﾈｰﾌﾞﾙを除く)			落果防止	2000倍	50～100㍑/10a	開花始め～満開10日後	1回	散布(ｼﾞﾍﾞﾚﾘﾝ10ppm液に加用)						1	1回				
21050	植物成長調整剤	ﾌﾟﾛﾋﾄﾞﾛｼﾞｬｽﾓﾝ液剤	ｾﾞｵﾝｼﾞｬｽﾓﾒｰﾄ液剤	日本ｾﾞｵﾝ	清見			花芽抑制による樹勢の維持	2000倍	50～250㍑/10a	収穫直後～収穫約1ｹ月後	1回	立木全面散布又は枝別散布(ｼﾞﾍﾞﾚﾘﾝ10ppm液に加用)						1	1回				
21050	植物成長調整剤	ﾌﾟﾛﾋﾄﾞﾛｼﾞｬｽﾓﾝ液剤	ｾﾞｵﾝｼﾞｬｽﾓﾒｰﾄ液剤	日本ｾﾞｵﾝ	清見			落果防止	1000～2000倍	50～100㍑/10a	開花始め～満開10日後	1回	散布(ｼﾞﾍﾞﾚﾘﾝ10ppm液に加用)						1	1回				
21050	植物成長調整剤	ﾌﾟﾛﾋﾄﾞﾛｼﾞｬｽﾓﾝ液剤	ｾﾞｵﾝｼﾞｬｽﾓﾒｰﾄ液剤	日本ｾﾞｵﾝ	ﾜｼﾝﾄﾝﾈｰﾌﾞﾙ			花芽抑制による樹勢の維持	2000倍	50～250㍑/10a	収穫直後～収穫約1ｹ月後	1回	立木全面散布又は枝別散布(ｼﾞﾍﾞﾚﾘﾝ10ppm液に加用)						1	1回				
